Data;DventoSI;DventoSG;Precipitacao;velocidadedovento;Njus;Nsv;Nsi;Nmon
18/12/2022;36,86;189,42;3,6;4,866667;;0,98;0,2413;0,0007
19/12/2022;141,47;288,83;0,5;4,533333;;1,11;0,1377;0,636
20/12/2022;119,19;120,4;7,8;4,866667;;0,95;0,2719;0,6604
21/12/2022;213,2;202,19;0,8;4,433333;;0,61;0,2722;0,4011
22/12/2022;156,92;162,49;0;3,966667;;0,65;0,1514;0,3176
23/12/2022;87,37;140,84;0;5,266667;;0,74;0,0172;0,2108
24/12/2022;87,04;51,8;0;3,566667;;0,77;0,14;0,6243
25/12/2022;186,47;194,43;0;2,9;;0,59;0,5257;0,642
26/12/2022;190,93;188,39;0;2,266667;;0,83;0,4622;0,4361
27/12/2022;65,67;160,7;0;2,633333;;0,76;0,3345;0,4881
28/12/2022;268,71;173,73;2,2;4;;0,72;0,2994;0,4739
29/12/2022;173,32;245,47;1,5;2,9;;0,74;0,4438;0,456
30/12/2022;202,61;214,83;0;3,4;;0,59;0,2214;0,2818
31/12/2022;114,19;131,03;0;2,266667;;0,61;0,2047;0,2715
01/01/2023;34,65;157,7;0;4,466667;;0,64;0,2569;0,4451
02/01/2023;100,7;188,52;0;4,633333;;0,74;0,2687;0,4726
03/01/2023;74,57;178,1;0,7;2,433333;;0,75;0,4217;0,417
04/01/2023;121,13;223,51;0;2,6;;0,72;0,265;0,3868
05/01/2023;61,01;130,73;0;3,4;;0,65;0,2651;0,4114
06/01/2023;143,79;245,12;0;4,8;;0,7;0,084;0,3232
07/01/2023;82,8;94,49;0;4,133333;;0,68;0,0282;0,3807
08/01/2023;44,63;111,89;3;4,1;;0,47;0,0498;0,2953
09/01/2023;72,77;199,2;1;4,733333;;0,52;0,0811;0,6385
10/01/2023;131,3;279,62;0;2,566667;;0,47;0,0386;0,8155
11/01/2023;188,72;181,05;0;2,833333;;0,6;0,0483;0,5459
12/01/2023;173,38;191,88;0;2,8;;0,6;0,1862;0,4606
13/01/2023;170,26;158,57;11,2;2,066667;;0,59;0,2234;0,4704
14/01/2023;82,42;147,5;22,7;3,133333;;0,63;0,3085;0,405
15/01/2023;244,54;238,73;0;2,733333;;0,65;0,1082;0,3794
16/01/2023;75,28;42,75;0;3,7;;0,69;0,0651;0,2549
17/01/2023;163,96;169,48;0;3,633333;;0,69;0,0333;0,2348
18/01/2023;133,5;131,87;0;4;;0,4;-0,0446;-0,0018
19/01/2023;109,73;81,57;0;3,466667;;0,43;-0,0564;0,3448
20/01/2023;46,79;91,29;0;4,1;;0,48;-0,0564;0,7199
21/01/2023;60,63;212,68;0;2,133333;;0,54;-0,0382;0,6962
22/01/2023;83,52;138,13;0;1,4;;0,63;0,1453;0,5114
23/01/2023;227,53;247,26;0;2,633333;;0,49;0,1079;0,4933
24/01/2023;244,44;214,89;0;2,4;;0,41;0,0602;0,6377
25/01/2023;194,1;178,07;0;3,066667;;0,27;-0,0316;0,6518
26/01/2023;158,01;159,77;0;3,466667;;0,41;-0,0628;0,6729
27/01/2023;204,52;189,26;0;3,633333;;0,42;-0,0241;0,3988
28/01/2023;251,26;233,9;0;1,266667;;0,35;0,0768;0,4529
29/01/2023;217,88;251,69;23,2;3,233333;;0,4;0,2128;0,4558
30/01/2023;90,45;125,26;0,2;1,933333;;0,34;0,0568;0,4772
31/01/2023;182,58;195,05;0;2,266667;;0,09;-0,0001;0,415
01/02/2023;59,14;117,67;13,4;2,466667;;0,1;0,0735;0,4395
02/02/2023;184,12;210,11;0;2,533333;;0,45;0,0205;0,5055
03/02/2023;54,84;87,03;4,3;3,466667;;0,47;0,1194;0,3659
04/02/2023;64,94;191,5;0;3,866667;;0,61;0,4017;0,5628
05/02/2023;164,97;185,09;0;4,966667;;0,51;0,39;0,7986
06/02/2023;166,8;291,16;4,5;2,033333;;0,46;0,0249;0,7466
07/02/2023;127,4;148,02;0;2,133333;;0,5;-0,0433;0,658
08/02/2023;211,57;213,85;0;3,966667;;0,55;-0,0692;0,3174
09/02/2023;178,8;187,03;48,3;4,5;;0,69;0,0143;0,2943
10/02/2023;99,9;174,58;0;1,966667;;0,38;0,0458;0,2059
11/02/2023;80,89;45,34;0;2,566667;;0,25;-0,0174;0,2846
12/02/2023;58,05;112,42;0;3,133333;;0,52;-0,0751;0,3164
13/02/2023;110,5;82,11;0;3,233333;;0,18;-0,2123;0,4172
14/02/2023;138,53;131,34;2,2;2,6;;0,08;0,0252;0,7873
15/02/2023;175,95;194,82;0,5;2,366667;;0,34;0,2038;1,3652
16/02/2023;158,94;200,96;0;3,3;;0,36;-0,0777;1,1977
17/02/2023;137,59;119,17;3,4;5,866667;;0,33;0,4292;1,3446
18/02/2023;188,97;182,81;0;3,733333;;0,39;0,4516;1,2727
19/02/2023;198;174,71;0;2,333333;;0,44;0,0655;1,2849
20/02/2023;155,05;224,67;0;1,066667;;0,41;-0,0006;1,3234
21/02/2023;131,3;163,47;10,5;2,133333;;0,33;0,0515;1,278
22/02/2023;251,25;244,28;3,6;2,633333;;0,26;-0,0225;1,2128
23/02/2023;240,51;219,13;0;4,866667;;0,38;-0,1532;
24/02/2023;162,06;208,82;0;2,233333;;0,46;-0,144;
25/02/2023;108,33;139,05;1,2;1,5;;0,4;0,0212;
26/02/2023;35,24;25,9;17,8;2,5;;0,45;0,1093;
27/02/2023;31,38;185,14;0;3,5;;0,44;-0,0098;
28/02/2023;31,74;105,85;0;2,733333;;0,29;-0,1612;
01/03/2023;198,74;191,5;2,7;4,066667;;0,26;-0,1091;
02/03/2023;134,45;110,48;0;2,7;;0,36;-0,1684;
03/03/2023;104,84;84,92;0;1,833333;;0,37;-0,1165;
04/03/2023;266,93;212,26;4,8;2,366667;;0,3;-0,0044;
05/03/2023;182,3;207,36;29,4;3,033333;;0,29;0,0967;
06/03/2023;175,78;192,44;0;3,733333;;0,42;-0,0164;
07/03/2023;104,98;158,13;1;2,966667;;0,49;-0,0651;
08/03/2023;174,57;265,15;0;2,066667;;0,51;0,0268;
09/03/2023;145,21;179,88;0;3,866667;;0,5;0,0106;
10/03/2023;87,68;59,52;0;3,1;;0,55;-0,1063;
11/03/2023;64,91;184,03;0;3,2;;0,56;-0,1927;
12/03/2023;204,16;199,96;0;3,866667;;0,5;-0,2274;
13/03/2023;107,54;120,4;0;4,7;;0,45;-0,2773;
14/03/2023;255,69;246,79;0;4,866667;;0,28;-0,3363;
15/03/2023;139,2;227,21;0;4,566667;;0,39;-0,3857;
16/03/2023;128,04;128,46;0;5,3;;0,22;-0,4074;
17/03/2023;94,06;120,5;0;1,833333;;0,24;-0,1924;
18/03/2023;171,21;207,98;19,3;2,3;;0,32;0,0033;
19/03/2023;204,55;232,82;0;2,333333;;0,55;-0,0629;
20/03/2023;67,45;135,6;0;1,833333;;0,33;0,0386;
21/03/2023;55,69;95,22;0,2;1,7;;0,56;0,1198;
22/03/2023;173,98;;0,5;4,2;;0,1;0,0017;
23/03/2023;265,79;;24,4;2,266667;;0,27;-0,1969;
24/03/2023;279,41;;3,8;2,433333;;0,5;0,0149;
25/03/2023;231,36;;0;4,366667;;0,43;-0,1541;
26/03/2023;37,67;;23,7;3,7;;0,25;0,2896;
27/03/2023;175,53;;0;3;;0,32;0,2042;
28/03/2023;191,99;;0;2,433333;;-0,02;-0,1065;
29/03/2023;213,67;;0;2,066667;;0,32;-0,0622;
30/03/2023;186,55;;18,3;2,6;;0,38;0,1008;
31/03/2023;186,86;;0,2;4,1;;0,28;0,0999;
01/04/2023;195,29;;0,4;4,133333;;0,34;0,5483;
02/04/2023;261,94;;0;2,533333;;0,36;0,146;
03/04/2023;;;0;2,433333;;0,34;0,0214;
04/04/2023;;;0;2,633333;;0,32;0,1492;
05/04/2023;;;0;2,733333;;0,38;0,0482;
06/04/2023;;;2,5;2,466667;;0,36;-0,0093;
07/04/2023;;;1;2,4;;0,41;0,0465;
08/04/2023;;;0;2,266667;;0,3;0,0563;
09/04/2023;;;0;2,2;;0,13;-0,0055;
10/04/2023;;;0;1,733333;;0,22;0,0143;
11/04/2023;;;0;2,133333;;0,28;-0,0269;
12/04/2023;;;0;2,966667;;0,25;0,0337;
13/04/2023;;;13,7;2,866667;;0,15;0,3542;
14/04/2023;;;0;2,133333;;0,34;0,2106;
15/04/2023;;;0;2,066667;;0,19;0,1088;
16/04/2023;;;5,1;2,5;;0,11;0,1426;
17/04/2023;;;0;2,9;;0,36;0,3154;
18/04/2023;;;0;3,533333;;0,34;0,1198;
19/04/2023;;;0;5,366667;;0,31;0,247;
20/04/2023;;;0;3,133333;;0,35;0,3464;
21/04/2023;;;0;2,633333;;0,39;-0,0171;
22/04/2023;;;0;1,033333;;0,31;-0,0191;
23/04/2023;;;0;2,733333;;0,24;0,0184;
24/04/2023;;;0;4,1;;0,32;-0,0392;
25/04/2023;;;0;1,633333;;0,48;-0,1409;
26/04/2023;;;1,3;2,2;;0,51;0,0188;
27/04/2023;;;0,5;2,566667;;0,16;0,1708;
28/04/2023;;;0;1,633333;;0,22;0,0246;
29/04/2023;;;0;2,9;;0,3;-0,1467;
30/04/2023;;;0;1,966667;;0,31;-0,2116;
01/05/2023;;;0;2,466667;;0,34;0,1503;
02/05/2023;;;20,9;1,9;;0,49;0,1432;
03/05/2023;;;13,5;1,533333;;0,44;0,0348;
04/05/2023;;;11,6;2,533333;;0,35;0,0135;
05/05/2023;;;4;2,966667;;0,41;-0,0431;
06/05/2023;;;31,3;2,133333;;0,37;-0,1115;
07/05/2023;;;26,8;1,466667;;0,22;0,1175;
08/05/2023;;;32,2;3,733333;;0,49;0,3091;
09/05/2023;;;0;2,433333;;0,6;0,3612;
10/05/2023;;;0;3,666667;;0,51;0,4697;
11/05/2023;;;0;3,966667;;0,51;0,5957;
12/05/2023;;;0;1,533333;;0,54;0,3007;
13/05/2023;;;0;2,1;;0,65;0,1745;
14/05/2023;;;0;2,2;;0,67;0,2331;
15/05/2023;;;0;2,066667;;0,52;0,2405;
16/05/2023;;;0;null;;0,45;0,1871;
17/05/2023;;;0;3,4;;0,54;0,0385;
18/05/2023;;;0;1,366667;;0,56;0,0855;
19/05/2023;;;0;1,866667;;0,55;0,1994;
20/05/2023;;;0;2,066667;;0,59;0,2457;
21/05/2023;;;0;2;;0,56;0,1676;
22/05/2023;;;0;1,766667;;0,46;0,1542;
23/05/2023;;;0;1,633333;;0;0,1627;
24/05/2023;;;0;2,3;;0,08;0,0954;
25/05/2023;;;0;1,833333;;0,49;0,1508;
26/05/2023;;;0;3,4;;0,52;0,0745;
27/05/2023;;;17,5;3,766667;;0,48;0,4816;
28/05/2023;;;0;2,733333;;0,07;0,499;
29/05/2023;;;0;2,666667;;0;0,2818;
30/05/2023;;;0;1,833333;;0;0,1918;
31/05/2023;;;0;1,633333;;0;0,2291;
01/06/2023;;;0;1,066667;;0,11;0,1977;
02/06/2023;;;0;null;;0,24;0,1502;
03/06/2023;;;0;1,633333;;0;0,1473;
04/06/2023;;;0;1,7;;0;0,2186;
05/06/2023;;;0;2,6;;0;0,3601;
06/06/2023;;;0;2,4;;0;0,1047;
07/06/2023;;;0;1,8;;0,13;0,2007;
08/06/2023;;;0;1,466667;;0,13;0,1507;
09/06/2023;;;0;2,7;;0,23;0,1455;
10/06/2023;;;0;2,8;;0,29;0,3837;
11/06/2023;;;8,1;3,733333;;0,3;0,6484;
12/06/2023;;;0;4,133333;;0,25;0,578;
13/06/2023;;;0;3,666667;;0,26;0,414;
14/06/2023;;;0;2,733333;;0,37;0,2986;
15/06/2023;;;0;1,733333;;0,43;0,2663;
16/06/2023;;;18,6;5,533333;;0,44;0,4254;
17/06/2023;;;0,5;3;;0,51;0,4071;
18/06/2023;;;0;2,5;;0,48;0,406;
19/06/2023;;;0;1,533333;;0,54;0,1948;
20/06/2023;;;0;2,033333;;0,55;0,2345;
21/06/2023;;;0;1,633333;;0,49;0,2356;
22/06/2023;;;12,8;1,766667;;0,6;0,2987;
23/06/2023;;;0;1,466667;;0,54;0,1922;
24/06/2023;;;0;1,966667;;0,49;0,2159;
25/06/2023;;;0;1,866667;;0,6;0,2814;
26/06/2023;;;11,8;2,366667;;0,7;0,1677;
27/06/2023;;;0;1,633333;;0,71;0,3239;
28/06/2023;;;10,6;4,333333;;0,76;0,5948;
29/06/2023;;;0;1,466667;;0,84;0,4881;
30/06/2023;;;0;2,433333;;0,79;0,4011;
